business_id,name,city,state,latitude,longitude,stars,review_count,categories
dfnWeBf9HNKtwH3VzpN0xg,"Brian S. Biesman, M.D",Nashville,TN,36.1550672881,-86.8097537509,4.5,25,"Body Contouring, Doctors, Cosmetic Surgeons, Optometrists, Health & Medical, Beauty & Spas, Skin Care, Medical Spas, Ophthalmologists"
7vvjAea3TM4vDIlsmtSv_Q,Verus Healthcare,Franklin,TN,35.943073,-86.807376,1.5,106,"Medical Supplies, Medical Centers, Health & Medical, Shopping"
eDMFTNR_o3Z2wK8WmAo77Q,CVS Pharmacy,Philadelphia,PA,40.018625,-75.214313,3.0,33,"Shopping, Convenience Stores, Pharmacy, Health & Medical, Food, Drugstores"
qy4L5mVOJbeLHtAkRcF1mQ,Kinsmen Sports Centre,Edmonton,AB,53.5260742,-113.5056566,4.0,33,"Health & Medical, Active Life, Recreation Centers, Fitness & Instruction, Leisure Centers, Physical Therapy"
2UGuPfS6W6pnnPBrLr3Vag,ShopRite of East Norriton,East Norriton,PA,40.1406909299,-75.3086042843,2.5,36,"Food, Beer, Wine & Spirits, Pharmacy, Grocery, Health & Medical"
Ho0uAnaLL57On7enESYfeA,Imo's Pizza,Fairview Heights,IL,38.5932761,-89.9910013,2.5,22,"Health & Medical, Pizza, Restaurants, Chiropractors"
S5q9ojwBkiSgcDqu5NDoTQ,Rejuvenation Spa,Valrico,FL,27.8767982,-82.2230005,4.5,25,"Massage Therapy, Skin Care, Waxing, Health & Medical, Day Spas, Hair Removal, Beauty & Spas, Massage"
YTfcGrp9FRkVSc2YJ0gAtQ,Green Touch Reflexology,Tucson,AZ,32.2508813,-110.841506,4.5,21,"Reflexology, Beauty & Spas, Health & Medical, Massage, Physical Therapy"
afWmWtt1VVQbfi2v0Nf1fw,Biggest Little Baby,Reno,NV,39.4567704,-119.7805575,4.5,39,"Adult Education, Education, Specialty Schools, Childbirth Education, Fashion, Midwives, Lactation Services, Baby Gear & Furniture, Health & Medical, Educational Services, Maternity Wear, Shopping, Parenting Classes"
Reu96YB9weBlJ3vxrvA_Yg,Silver Sage Center For Family Medicine,Reno,NV,39.4301941,-119.755085,2.5,24,"Health & Medical, Doctors, Sports Medicine, Family Practice"
tAgPg486Nj2Ag5rsKr6kwA,Clarkson Eyecare,Brentwood,MO,38.6281691717,-90.3405271528,3.5,31,"Ophthalmologists, Doctors, Shopping, Eyewear & Opticians, Health & Medical, Optometrists"
Z-jOXWIaHaP1KG0cLXTkLA,Atlantic Physical Therapy,Philadelphia,PA,39.9298675,-75.1650721,5.0,24,"Fitness & Instruction, Physical Therapy, Sports Medicine, Doctors, Health & Medical, Active Life, Chiropractors, Orthopedists, Yoga"
WRAnspVmIb9HFdz_M174zg,"Calvin Van Reken, MD",Reno,NV,39.439901,-119.771965,2.5,21,"Internal Medicine, Medical Spas, Beauty & Spas, Health & Medical, Doctors, Hair Removal, Laser Hair Removal"
5pMw_GPgJ3Tt4ojQE5KViQ,Body & Soul Massage,Tampa,FL,28.1693636,-82.3552373,4.0,22,"Health & Medical, Massage Therapy, Beauty & Spas, Reflexology, Massage"
avNUBfd-ZVCA0OkgEvaVqw,Studio Branca,Creve Coeur,MO,38.6779120851,-90.4649263577,3.5,51,"Beauty & Spas, Nail Salons, Health & Medical, Medical Spas, Hair Salons, Hair Removal, Makeup Artists, Waxing, Day Spas, Massage"
CuLjXvcxP_3_oKhSyq5UkA,Spa Aria,New Orleans,LA,29.9542516,-90.0675966,4.0,84,"Makeup Artists, Beauty & Spas, Skin Care, Massage Therapy, Day Spas, Eyebrow Services, Massage, Health & Medical, Hotels & Travel, Health Retreats"
ogTqRH-9yoLK44eOzlYZ4g,The Beauty Lounge,Carmel,IN,39.9553142005,-86.1165005534,4.0,49,"Medical Spas, Makeup Artists, Eyelash Service, Day Spas, Health & Medical, Beauty & Spas, Hair Salons"
M8EGwJtK9e00M1ggqQqbBQ,New Rose Spa,Cherry Hill,NJ,39.9162865,-75.021521,4.5,52,"Health & Medical, Reflexology, Massage, Massage Therapy, Beauty & Spas, Eyelash Service"
JBtUw3CRROpcCor3ILdfWw,America's Best Contacts & Eyeglasses,Fairless Hills,PA,40.17998,-74.868707,2.5,43,"Shopping, Health & Medical, Ophthalmologists, Optometrists, Eyewear & Opticians, Doctors"
5O9Wk2fflb1rq7MT2gL7xA,North Hills Chiropractic,Reno,NV,39.613192,-119.847939,4.5,22,"Health & Medical, Massage Therapy, Chiropractors"
InbkcStjSbpQEK5JGsy8ZA,"Nemours Children's Hospital, Delaware",Wilmington,DE,39.7792065851,-75.5578685648,4.0,29,"Hospitals, Health & Medical"
TexC8cWPqLQKjFX80LBQ4A,Meijer,McCordsville,IN,39.88691,-85.938072,3.5,33,"Grocery, Health & Medical, Electronics, Pharmacy, Food, Bakeries, Toy Stores, Shopping"
u-MF7O0mULjBnjz71fNplQ,Advanced Urgent Care,Philadelphia,PA,39.9982751,-75.2316345,2.0,32,"Urgent Care, Health & Medical"
mSucx3VUYUC3gf7wK8CW7g,Dental Bliss Franklin,Franklin,TN,35.908799,-86.8210796,3.5,20,"Health & Medical, Prosthodontists, Dentists, General Dentistry, Cosmetic Dentists"
qWTzwt7IyrElM2g9nVHm2Q,Super Acucare Inc,Philadelphia,PA,39.9531797,-75.1565947,4.5,47,"Beauty & Spas, Massage, Acupuncture, Health & Medical"
Ql5iL7HEEAX8ucM9PsWTHQ,Indy Massage Company,Indianapolis,IN,39.9040074,-86.0888754,5.0,191,"Hair Removal, Waxing, Skin Care, Health & Medical, Massage, Beauty & Spas, Massage Therapy"
e1LxeyCVAiHXGOux-_9hSA,Northern Nevada Chiropractic,Reno,NV,39.4732197,-119.766852,5.0,49,"Massage Therapy, Chiropractors, Diagnostic Imaging, Sports Medicine, Doctors, Health & Medical, Diagnostic Services, Prenatal/Perinatal Care"
TgUyyRzXK6H5aVRJtflWlQ,Meijer,Zionsville,IN,39.94941,-86.3420216,2.5,21,"Fashion, Health & Medical, Bakeries, Pharmacy, Shopping, Food, Toy Stores, Grocery, Department Stores, Drugstores, Electronics"
qAnKc-pentc9UUQvtUYNew,NextCare Urgent Care,Tucson,AZ,32.2083419,-110.7888894,2.5,80,"Medical Centers, Health & Medical, Urgent Care, Doctors, Hospitals"
gbAySqiNQGLEr4uuuRuaVw,Planned Parenthood - New Orleans Health Center,New Orleans,LA,29.9396124,-90.1068248,4.0,22,"Medical Centers, Health & Medical, Obstetricians & Gynecologists, Reproductive Health Services, Doctors"
MiVH7hkTJKTIFo3VTbq09w,IU Health West Hospital,Avon,IN,39.7799690283,-86.3401688,2.5,37,"Emergency Rooms, Health & Medical, Doctors, Hospitals"
duLq8r01gjdPNucyyaJg1w,Community Hospital North,Indianapolis,IN,39.901889,-86.040974,3.5,40,"Physical Therapy, Health & Medical, Hospitals"
m3KWIfQQFGcWdX1fyy51Bw,Delancey Internal Medicine Washington Square,Philadelphia,PA,39.9480428828,-75.1543801278,3.0,21,"Health & Medical, Internal Medicine, Doctors"
-02xFuruu85XmDn2xiynJw,Family Vision Center,Tucson,AZ,32.2510387,-110.8331729,4.5,109,"Shopping, Ophthalmologists, Optometrists, Doctors, Eyewear & Opticians, Health & Medical, Laser Eye Surgery/Lasik"
qsfO5MJFFgxFSuT-OEpwAw,Massage Envy - West Carmel Zionsville,Carmel,IN,39.9417383506,-86.2347110358,2.5,26,"Massage Therapy, Massage, Beauty & Spas, Health & Medical, Skin Care"
RCezqMmRx2E-OjDzVYEpQw,Coast Dental,Tampa,FL,27.924385,-82.5063638,2.5,21,"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Orthodontists"
-bkOyTmcC7XxcMGNShke2A,The Spine Shop Chiropractic,Nashville,TN,36.174597,-86.758286,5.0,41,"Health & Medical, Chiropractors"
_agzW_0F9uSJ7i6EJ9ufeg,Rebecca Gay Doula CBE CLC,Tampa,FL,27.9401015,-82.4501944,5.0,33,"Health & Medical, Educational Services, Doulas, Placenta Encapsulations, Midwives, Education, Lactation Services, Fitness & Instruction, Active Life"
yYg2PotEGXwanjuO42qzNw,Southern Arizona Urgent Care,Tucson,AZ,32.221759,-110.857597,4.5,67,"Health & Medical, Medical Centers, Family Practice, Doctors, Urgent Care, Internal Medicine"
N1a8VpnoRUJhBEPy1AquHQ,Southern California Reproductive Center,Santa Barbara,CA,34.428917,-119.711411,3.5,24,"Health & Medical, Doctors, Fertility, Medical Centers, Obstetricians & Gynecologists"
8Bv9niwW3COJY3QljrMjvw,Casa Bella Salon and Spa,Meridian,ID,43.6568743,-116.4126763,4.5,51,"Massage, Nail Salons, Skin Care, Hair Salons, Health & Medical, Beauty & Spas, Massage Therapy"
3ll4i4_yoJddyMt1N8PnBw,The Good Feet Store,Creve Coeur,MO,38.673914,-90.456722,2.5,22,"Health & Medical, Orthotics, Shopping, Shoe Stores, Fashion"
SVDKFJCjkWXhksm2TBnCVg,Alta Orthopaedics,Santa Barbara,CA,34.413459,-119.6994359,3.5,65,"Health & Medical, Orthopedists, Sports Medicine, Physical Therapy, Doctors"
X5fWO9e82EICHXzzs6eQMg,Rescue Spa,Philadelphia,PA,39.9500123,-75.1676889,4.5,476,"Makeup Artists, Laser Hair Removal, Cosmetics & Beauty Supply, Hair Removal, Day Spas, Medical Spas, Shopping, Beauty & Spas, Skin Care, Massage Therapy, Hair Salons, Health & Medical"
vkVzYZi0d2fzWkZpe28-YA,Health Advocate,Plymouth Meeting,PA,40.1318322,-75.2819022,1.5,23,"Health Insurance Offices, Health & Medical"
cgwMcp5TnuGaCV3dukaqHQ,Morton Plant Hospital,Clearwater,FL,27.952862,-82.803335,3.5,71,"Health & Medical, Hospitals, Medical Centers"
CHh0ZFrQcsk4boOItr2Zuw,Albertsons,Carpinteria,CA,34.3947808634,-119.5121614847,3.0,58,"Grocery, Drugstores, Pharmacy, Shopping, Food, Health & Medical"
fQXqQ-3pdDzOBGnZPr1qgg,Doc Bresler's Cavity Busters,Philadelphia,PA,40.1086365,-75.0483973,2.0,36,"Cosmetic Dentists, Orthodontists, Dentists, Health & Medical, Pediatric Dentists, General Dentistry"
WQll5DlHZlysGST6MqsorQ,The Movement Chiropractic & Manual Medicine,Franklin,TN,35.9566386,-86.8051649,5.0,94,"Chiropractors, Health & Medical, Massage Therapy"
GARXhK4SYVcI7drvqjj3kw,McKay's Mill Dental,Franklin,TN,35.9248937,-86.7933484,4.0,28,"General Dentistry, Orthodontists, Health & Medical, Dentists, Cosmetic Dentists"
JLs-x6mvmanRB1AmHTn4ng,Desert Valley Dental,Reno,NV,39.6253554,-119.8810645,3.0,35,"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Orthodontists"
I3Mzzi5jLiy56ameiG-FIg,Gynecology Specialists of Philadelphia,Philadephia,PA,39.958213,-75.19904,3.5,35,"Health & Medical, Doctors, Obstetricians & Gynecologists"
X8-9_vPEd4f5Yw-Q6AN7xQ,Leggio Dental Group,New Orleans,LA,29.9200917,-90.1085077,4.5,32,"Orthodontists, Dentists, Oral Surgeons, Cosmetic Dentists, Health & Medical, General Dentistry"
qNdDhnauAdhkWyZJHVqUNQ,Meagan Q Macklin,Philadelphia,PA,39.9521221119,-75.1681137085,5.0,20,"Beauty & Spas, Active Life, Health & Medical, Physical Therapy, Massage"
hTUSv9wNM1XQXW2b3NEwFA,"Hornstein, Platt and Associates",Philadelphia,PA,39.9481867,-75.1692901,2.0,24,"Health & Medical, Counseling & Mental Health, Nutritionists, Acupuncture"
P9VrCQBcyoDmMV5xtlOBsQ,Save-On-Foods,Edmonton,AB,53.5426951,-113.5087366,4.0,33,"Food, Grocery, Health & Medical, Pharmacy"
_K5B1mJiwO6s_-TRjrderg,Downtown Vision,Reno,NV,39.5313645374,-119.8186801,4.5,29,"Ophthalmologists, Eyewear & Opticians, Doctors, Health & Medical, Shopping, Optometrists"
4nmSdHijY4skUHuHebtOvQ,"Noble Dental - Conover, Leonard & Assoc",Philadelphia,PA,39.9500123,-75.1676889,4.5,24,"Endodontists, Cosmetic Dentists, Health & Medical, Dentists, General Dentistry, Beauty & Spas, Teeth Whitening"
YKRUgPL0dU0ieyB-Kc4C7g,Bryn Mawr Hospital Thrift Shop,Bryn Mawr,PA,40.0181002192,-75.3224287616,4.0,30,"Health & Medical, Used, Vintage & Consignment, Fashion, Thrift Stores, Shopping, Baby Gear & Furniture, Hospitals"
YgrZ8WF4sH0n2sQLTfz-lA,Visionworks Doctors of Optometry,Nashville,TN,36.10533,-86.81371,3.0,29,"Eyewear & Opticians, Optometrists, Health & Medical, Shopping"
l_ocdJ9p-_GFQgptfhJ4SA,Visionworks,Brandon,FL,27.9305223927,-82.3249179754,2.5,37,"Health & Medical, Shopping, Eyewear & Opticians, Optometrists"
PhBjIWUcVILpFZQRgVxBHQ,Healing Hands Massage,Media,PA,39.916167,-75.3823427,4.0,25,"Massage Therapy, Day Spas, Health & Medical, Massage, Beauty & Spas"
Xm5idKcLE1CK5aDCTpNRPw,Mandala Massage Supply & Apothecary,Reno,NV,39.5126459811,-119.8025102,5.0,33,"Massage, Health & Medical, Cosmetics & Beauty Supply, Shopping, Massage Therapy, Specialty Food, Perfume, Health Markets, Skin Care, Personal Shopping, Beauty & Spas, Food"
wnsvzUn2eqJqGJalrJiT4g,ShenNong Acupuncture and Oriental Medicine,Philadelphia,PA,39.9532187,-75.1557922,4.0,29,"Traditional Chinese Medicine, Acupuncture, Health & Medical"
4LtDvcwOauXA1tIwGU5uyw,Soho Wellness & Med Spa,Tampa,FL,27.9443567744,-82.4685557852,4.5,116,"Massage, Skin Care, Beauty & Spas, Hair Removal, Hypnosis/Hypnotherapy, Medical Spas, Laser Hair Removal, Massage Therapy, Day Spas, Health & Medical"
aSYTj1W_uoNf4vbR27h1Gw,Bryn Mawr Dermatology,Villanova,PA,40.0369611,-75.3517284,3.0,20,"Dermatologists, Health & Medical, Doctors"
rDZwAhD1eL0cCb6n4OMTIA,LaserOne MedSpa,Tucson,AZ,32.2861475497,-110.9438004345,4.5,38,"Health & Medical, Skin Care, Beauty & Spas, Day Spas, Hair Removal, Medical Spas"
v2aOzbWqtubiKehfN02ixw,Riverview Smiles Dental,Riverview,FL,27.790718,-82.3355105,3.0,20,"Cosmetic Dentists, Dentists, Endodontists, Health & Medical, General Dentistry"
OHAPCbkNHV7SkUcUiwddZQ,Tucson Massage Company,Tucson,AZ,32.2211406,-110.9525495,5.0,59,"Massage Therapy, Health & Medical, Day Spas, Massage, Beauty & Spas"
E-zz8gs1riWX0r3hxAn60A,Biscardi Vision,Philadelphia,PA,39.949155,-75.165497,4.5,136,"Health & Medical, Optometrists"
_JNRKX9qdBTHLKtAl7dbWg,Botanicals Nola,New Orleans,LA,29.9658727,-90.0375025,5.0,25,"Health & Medical, Restaurants, Juice Bars & Smoothies, Acai Bowls, Salad, Vegan, Food, Herbal Shops"
pvHC4jgpVJIGihm9kyntSw,TriStar Southern Hills Medical Center,Nashville,TN,36.0764704,-86.7215091,3.5,23,"Health & Medical, Hospitals, Medical Centers"
Ax2r0idPQ81vmX37QMwFpA,Quest Chiropractic of Ambler,Ambler,PA,40.1791431081,-75.2262286828,4.5,23,"Health & Medical, Beauty & Spas, Chiropractors, Massage Therapy, Massage"
fuUbv4IZV-lsfrMPvex7pA,Penn Orthopaedics Chester County Hospital,West Chester,PA,39.9717102482,-75.6022499348,2.5,33,"Urgent Care, Health & Medical, Hospitals, Orthopedists, Doctors"
XDq-MDZoktl3UuK7u1jVZA,Urgent Care Eleven,New Orleans,LA,29.9668425,-90.0419695,4.5,35,"Diagnostic Services, Laboratory Testing, Doctors, Medical Centers, Health & Medical, Urgent Care"
eO3Ld3wk5qljX3KUX035YQ,Bayfront Health - St. Petersburg,Saint Petersburg,FL,27.763302,-82.642618,3.5,43,"Hospitals, Doctors, Health & Medical, Medical Centers"
deVwhY98J_r69DVedK2x8A,Sonrisa Old City Dental,Philadelphia,PA,39.9503653,-75.1460683,5.0,44,"General Dentistry, Dentists, Health & Medical"
Tp_RH-9nUvDr70YlwaQwyQ,"Raad Taki, MD",Tucson,AZ,32.2647963,-110.8954796,3.5,24,"Doctors, Dermatologists, Health & Medical, Cosmetic Surgeons"
rW-N3GbMI8wWWetiJy6ysA,Gastroenterology Consultants,Reno,NV,39.5233938,-119.8009704,3.0,24,"Doctors, Pediatricians, Health & Medical, Gastroenterologist, Weight Loss Centers"
dlXV2UnoC1KORMR5VYt8qQ,VF Nail Bar & Spa,King of Prussia,PA,40.1045594469,-75.4145547022,4.0,29,"Nail Salons, Beauty & Spas, Massage, Massage Therapy, Skin Care, Waxing, Hair Removal, Health & Medical"
LBkurRSCWVLjo4pxKfMdfg,LensCrafters,Tampa,FL,27.9639902,-82.5218457,2.5,30,"Ophthalmologists, Optometrists, Health & Medical, Eyewear & Opticians, Shopping, Doctors"
